1493980620000;24819,15212;30214,3;100,768
1493980680000;24895,92061;30633,3;101,467
1493980740000;24972,68909;29616,7;99,4333
1493980800000;25049,45758;30066,7;101,35
1493980860000;25126,22606;29283,3;99,2667
1493980920000;25202,99455;30116,7;100,783
1493980980000;25279,76303;29766,7;99,6833
1493981040000;25356,53152;30433,3;101,333
1493981100000;25433,3;30383,3;101,1
1493981160000;25510,06848;30183,3;100,367
1493981220000;25586,83697;30616,7;100,65
1493981280000;25663,60545;29783,3;100
1493981340000;25740,37394;30416,7;101,467
1493981400000;25817,14242;30583,3;101,133
1493981460000;25893,91091;30433,3;100,983
1493981520000;25970,67939;30783,3;100,633
1493981580000;26047,44788;29516,7;99,8167
1493981640000;26124,21636;30483,3;101,333
1493981700000;26200,98485;29516,7;99,65
1493981760000;26277,75333;30216,7;100,167
1493981820000;26183,3;29700;99,8667
1493981880000;26033,3;29666,7;100,017
1493981940000;26900;30466,7;100,95
1493982000000;26333,3;29716,7;100,033
1493982060000;27483,3;30783,3;101,35
1493982120000;26650;30516,7;100,817
1493982180000;27000;30533,3;101,367
1493982240000;26750;30116,7;100,467
1493982300000;26433,3;30100;99,85
1493982360000;27233,3;30600;101,3
1493982420000;26966,7;30433,3;101,083
1493982480000;26616,7;30233,3;100,417
1493982540000;28700;32100;103,517
1493982600000;28350;31700;102,867
1493982660000;27366,7;30683,3;101,6
1493982720000;28583,3;32033,3;103,45
1493982780000;28533,3;5000;102,967
1493982840000;27583,3;5000;101,383
1493982900000;28700;5000;103,2
1493982960000;28533,3;5000;103,15
1493983020000;28216,7;5000;103,183
1493983080000;28616,7;5000;102,917
1493983140000;27483,3;5000;102,067
1493983200000;28016,7;5000;102,667
1493983260000;26750;5000;101,15
1493983320000;27916,7;5000;102,283
1493983380000;28266,7;5000;101,933
1493983440000;27900;5000;102,533
1493983500000;28050;5000;102,783
1493983560000;28566,7;5000;102,617
1493983620000;28533,3;5000;102,85
1493983680000;28666,7;5000;103,7
1493983740000;29333,3;5000;104,45
1493983800000;29300;5000;104,2
1493983860000;28816,7;5000;103,317
1493983920000;29000;5000;103,65
1493983980000;29350;5000;105,4
1493984040000;29083,3;5000;104,267
1493984100000;29183,3;5000;104,083
1493984160000;29500;5000;104,133
1493984220000;28633,3;31916,7;103,267
1493984280000;29333,3;32583,3;104,667
1493984340000;29283,3;32466,7;104,483
1493984400000;28483,3;31533,3;102,417
1493984460000;29216,7;32566,7;103,9
1493984520000;29400;32616,7;104,767
1493984580000;28800;32016,7;103,7
1493984640000;29400;32733,3;103,9
1493984700000;28483,3;31966,7;102,833
1493984760000;28883,3;32116,7;103,5
1493984820000;29750;32983,3;105,417
1493984880000;28483,3;31800;103,133
1493984940000;29466,7;32683,3;104,417
1493985000000;29316,7;32616,7;103,767
1493985060000;28866,7;32200;103,533
1493985120000;29466,7;32483,3;104,583
1493985180000;28500;31750;102,8
1493985240000;29383,3;32483,3;103,9
1493985300000;29533,3;32866,7;104,55
1493985360000;28600;32450;103,867
1493985420000;29366,7;32483,3;104,717
1493985480000;28216,7;30316,7;101,967
1493985540000;27866,7;29866,7;101,5
1493985600000;27633,3;29983,3;101,5
1493985660000;26133,3;28850;99,25
1493985720000;27133,3;29550;101,45
1493985780000;26166,7;28933,3;99,4
1493985840000;25883,3;28700;99,2167
1493985900000;25300;27850;98,45
1493985960000;27716,7;30216,7;101,633
1493986020000;31650;35216,7;110,417
1493986080000;31283,3;34716,7;109,017
1493986140000;30650;34016,7;107,733
1493986200000;31850;34900;109,917
1493986260000;29916,7;33200;105,917
1493986320000;30383,3;33533,3;106,817
1493986380000;30300;33400;106,083
1493986440000;29733,3;33000;104,95
1493986500000;30816,7;34100;108,15
1493986560000;30633,3;33766,7;107,3
1493986620000;30583,3;33916,7;106,883
1493986680000;31416,7;34666,7;108,917
1493986740000;30400;33500;106,367
1493986800000;31550;34583,3;108,6
1493986860000;30483,3;33750;107,05
1493986920000;31200;34316,7;108,25
1493986980000;29400;32983,3;104,75
1493987040000;29450;33016,7;104,85
1493987100000;29633,3;33200;105,183
1493987160000;29250;32783,3;104,517
1493987220000;29833,3;33383,3;105,15
1493987280000;28583,3;32233,3;102,9
1493987340000;29433,3;32833,3;104,1
1493987400000;29366,7;32750;104,4
1493987460000;29383,3;32866,7;104,867
1493987520000;29983,3;33333,3;104,35
1493987580000;29600;32966,7;104,1
1493987640000;32633,3;35783,3;112,583
1493987700000;31616,7;34816,7;110,417
1493987760000;33116,7;36100;113,233
1493987820000;32833,3;35933,3;112,017
1493987880000;33116,7;36066,7;111,25
1493987940000;32966,7;36033,3;111,417
1493988000000;32283,3;35333,3;109,75
1493988060000;32766,7;35850;111,55
1493988120000;33083,3;36066,7;111,667
1493988180000;32083,3;35183,3;109,367
1493988240000;32516,7;35650;111,133
1493988300000;32650;35716,7;112,217
1493988360000;31666,7;34716,7;109,25
1493988420000;32833,3;35800;112,05
1493988480000;32716,7;35833,3;111,033
1493988540000;32166,7;35383,3;110,383
1493988600000;32566,7;35616,7;111,233
1493988660000;31483,3;34616,7;108,217
1493988720000;32566,7;35550;111,433
1493988780000;32233,3;35366,7;110,017
1493988840000;32100;35183,3;110
1493988900000;33283,3;36283,3;112,45
1493988960000;32766,7;35700;111,133
1493989020000;33200;36166,7;112,3
1493989080000;33200;36166,7;112,85
1493989140000;32900;35866,7;111,983
1493989200000;33016,7;35933,3;112,45
1493989260000;32250;35266,7;110,817
1493989320000;32216,7;35200;111,05
1493989380000;32066,7;34916,7;109,7
1493989440000;31300;34300;107,2
1493989500000;32333,3;35283,3;110,2
1493989560000;31083,3;34233,3;106,583
1493989620000;32250;35150;109,917
1493989680000;31483,3;34416,7;107,617
1493989740000;32616,7;35533,3;110,633
1493989800000;31733,3;34816,7;108,55
1493989860000;32466,7;35433,3;111,233
1493989920000;32200;35283,3;110,45
1493989980000;32750;35866,7;111,867
1493990040000;33066,7;36083,3;111,783
1493990100000;32700;36200;111,833
1493990160000;33533,3;36866,7;113,717
1493990220000;32866,7;36116,7;112,083
1493990280000;32933,3;36133,3;111,483
1493990340000;33516,7;36416,7;113,167
1493990400000;32100;35300;109,333
1493990460000;33400;36316,7;112,467
1493990520000;32166,7;35233,3;109,4
1493990580000;32433,3;35316,7;110,217
1493990640000;31800;34766,7;109,1
1493990700000;32433,3;35466,7;110,083
1493990760000;32916,7;35950;112,833
1493990820000;32350;35366,7;110,017
1493990880000;32850;35900;112,333
1493990940000;36683,3;39850;125,05
1493991000000;42400;45433,3;143,133
1493991060000;41516,7;44883,3;141,333
1493991120000;42316,7;45433,3;142,467
1493991180000;41450;44700;141,133
1493991240000;41800;45083,3;141,517
1493991300000;40500;44166,7;138,283
1493991360000;38550;42416,7;132,133
1493991420000;39500;43300;135,95
1493991480000;38833,3;42633,3;132,95
1493991540000;39316,7;43066,7;135,1
1493991600000;38766,7;42600;133,317
1493991660000;38883,3;42683,3;133,317
1493991720000;39883,3;43500;136,233
1493991780000;39350;43033,3;133,633
1493991840000;40233,3;43550;136,717
1493991900000;40166,7;43683,3;136,183
1493991960000;39650;43283,3;135,55
1493992020000;40700;44283,3;139,183
1493992080000;40316,7;43900;137,167
1493992140000;39766,7;43633,3;135,65
1493992200000;40400;43883,3;137,317
1493992260000;39816,7;43433,3;136,45
1493992320000;40200;43916,7;137,3
1493992380000;40016,7;43100;135,783
1493992440000;39200;42316,7;134,267
1493992500000;38516,7;41750;131,65
1493992560000;39533,3;42616,7;135,633
1493992620000;39050;42483,3;133,6
1493992680000;39066,7;42666,7;133,783
1493992740000;39633,3;43083,3;135,983
1493992800000;38400;42166,7;133,45
1493992860000;39900;43383,3;137,35
1493992920000;40050;43316,7;137,65
1493992980000;39533,3;42550;135,35
1493993040000;40233,3;43183,3;137,233
1493993100000;39850;42866,7;137,25
1493993160000;39766,7;43000;137
1493993220000;40133,3;43766,7;138,683
1493993280000;39800;43466,7;137,683
1493993340000;39683,3;43266,7;135,883
1493993400000;40800;44283,3;138,35
1493993460000;36616,7;40516,7;124,133
1493993520000;38000;41616,7;129,9
1493993580000;37250;41083,3;127,183
1493993640000;36433,3;40016,7;125,017
1493993700000;37283,3;40666,7;127,833
1493993760000;37183,3;40566,7;127,817
1493993820000;35916,7;39550;123,883
1493993880000;41566,7;44633,3;140
1493993940000;41083,3;44366,7;143,733
1493994000000;31466,7;34333,3;106,15
1493994060000;32433,3;35100;109,283
1493994120000;32350;35166,7;110,05
1493994180000;32050;34666,7;108,283
1493994240000;32783,3;35283,3;110,317
1493994300000;33500;36000;112,683
1493994360000;33400;36116,7;111,783
1493994420000;35766,7;38683,3;123,217
1493994480000;35616,7;38600;122,617
1493994540000;34516,7;37500;117,033
1493994600000;35383,3;38383,3;121,317
1493994660000;35483,3;38433,3;121,167
1493994720000;34650;37666,7;118,517
1493994780000;35600;38550;121,767
1493994840000;35183,3;38266,7;120,917
1493994900000;34766,7;37783,3;118,033
1493994960000;70000;40516,7;130,283
1493995020000;70000;38900;123,883
1493995080000;70000;37766,7;117,95
1493995140000;70000;47200;141,683
1493995200000;70000;39900;125,4
1493995260000;70000;40166,7;127,983
1493995320000;70000;43183,3;138,883
1493995380000;70000;41116,7;132,183
1493995440000;70000;41133,3;132,783
1493995500000;70000;42616,7;137,683
1493995560000;70000;41483,3;132,883
1493995620000;70000;41900;134,667
1493995680000;70000;40850;129,417
1493995740000;70000;40800;130,35
1493995800000;70000;41600;130,5
1493995860000;70000;40950;128,15
1493995920000;70000;40883,3;128,45
1493995980000;70000;41316,7;131,367
1493996040000;70000;40416,7;126,95
1493996100000;70000;40683,3;127,883
1493996160000;70000;39983,3;125,633
1493996220000;70000;40600;128,217
1493996280000;70000;40183,3;125,9
1493996340000;70000;40516,7;128,167
1493996400000;70000;40616,7;129,117
1493996460000;70000;40516,7;129,25
1493996520000;38300;41316,7;132,483
1493996580000;37533,3;40633,3;128,033
1493996640000;38600;41533,3;132,083
1493996700000;37483,3;40483,3;127,533
1493996760000;38116,7;41033,3;130,883
1493996820000;38416,7;41333,3;132,117
1493996880000;37616,7;40633,3;129,25
1493996940000;38316,7;41233,3;131,467
1493997000000;39433,3;42566,7;136,367
1493997060000;39333,3;42466,7;134,183
1493997120000;40716,7;44033,3;138,133
1493997180000;40883,3;44250;137,933
1493997240000;38283,3;41500;130,3
1493997300000;38766,7;41866,7;131,667
1493997360000;38383,3;41466,7;131,333
1493997420000;38116,7;41116,7;131,2
1493997480000;37416,7;40533,3;127,933
1493997540000;36700;39666,7;123,767
1493997600000;37416,7;40533,3;127,017
1493997660000;36900;40050;125,85
1493997720000;37416,7;40600;126,983
1493997780000;37316,7;40416,7;127,583
1493997840000;36900;40000;126,75
1493997900000;37900;40900;129,983
1493997960000;37883,3;40883,3;129,75
1493998020000;38450;41450;132,1
1493998080000;39216,7;42016,7;134,967
1493998140000;39616,7;42516,7;136,717
1493998200000;39300;42266,7;135,467
1493998260000;38983,3;41950;132,833
1493998320000;39166,7;42116,7;132,417
1493998380000;38850;41850;132,133
1493998440000;38666,7;41700;132,383
1493998500000;38333,3;41316,7;131,25
