1493980620.02,7618.18,8618.18
1493980680.07,7949.15,8864.41
1493980740.12,7203.39,8169.49
1493980800.04,8152.54,9016.95
1493980860.06,7000,8000
1493980920.07,8186.44,9186.44
1493980980.05,7305.08,8305.08
1493981040.06,7813.56,8813.56
1493981100.06,7779.66,8779.66
1493981160.03,7237.29,8220.34
1493981220.07,7915.25,8915.25
1493981280.05,7338.98,8338.98
1493981340.05,7881.36,8881.36
1493981400.06,7542.37,8542.37
1493981460.04,7474.58,8474.58
1493981520.06,8322.03,9322.03
1493981580.03,7000,8000
1493981640.04,8288.14,9271.19
1493981700.07,7000,8000
1493981760.07,7915.25,8728.81
1493981820.04,7610.17,8593.22
1493981880.05,7474.58,8474.58
1493981940.09,8016.95,9000
1493982000.08,7067.8,8067.8
1493982060.04,8152.54,8966.1
1493982120.05,7033.9,8033.9
1493982180.08,7983.05,8864.41
1493982240.07,7779.66,8779.66
1493982300.05,7169.49,8169.49
1493982360.06,7949.15,8881.36
1493982420.1,7864.41,8847.46
1493982480.04,7355.93,8355.93
1493982540.03,8271.19,9288.14
1493982600.06,8220.34,9220.34
1493982660.07,7000,8000
1493982720.08,8016.95,9016.95
1493982780.04,8016.95,9016.95
1493982840.06,7000,8000
1493982900.06,8084.75,9084.75
1493982960.03,7338.98,8338.98
1493983020.05,7644.07,8644.07
1493983080.05,8084.75,9084.75
1493983140.03,7000,8000
1493983200.07,8288.14,9254.24
1493983260.08,7033.9,8033.9
1493983320.07,7949.15,8915.25
1493983380.04,7881.36,8779.66
1493983440.05,7372.88,8355.93
1493983500.05,7508.47,8457.63
1493983560.07,7983.05,8983.05
1493983620.09,7372.88,8372.88
1493983680.08,7474.58,8457.63
1493983740.07,7881.36,8847.46
1493983800.03,7881.36,8796.61
1493983860.04,7542.37,8525.42
1493983920.05,7610.17,8593.22
1493983980.11,8067.8,9033.9
1493984040.04,7576.27,8559.32
1493984100.09,7677.97,8677.97
1493984160.03,8084.75,9084.75
1493984220.06,7237.29,8237.29
1493984280.03,7983.05,8983.05
1493984340.08,7983.05,8983.05
1493984400.07,7067.8,8067.8
1493984460.03,8050.85,9050.85
1493984520.07,7949.15,8949.15
1493984580.05,7305.08,8305.08
1493984640.03,8220.34,9186.44
1493984700.07,7508.47,8457.63
1493984760.07,7508.47,8508.47
1493984820.03,8389.83,9406.78
1493984880.08,7000,8000
1493984940.05,7983.05,8983.05
1493985000.05,7813.56,8813.56
1493985060.07,7406.78,8406.78
1493985120.07,8016.95,9016.95
1493985180.05,7101.69,8101.69
1493985240.06,7915.25,8915.25
1493985300.03,8000,9000
1493985360.03,7067.8,8203.39
1493985420.05,8237.29,9118.64
1493985480.03,7830.51,8288.14
1493985540.05,7338.98,7610.17
1493985600.08,7152.54,7830.51
1493985660.04,5576.27,6542.37
1493985720.03,6559.32,7423.73
1493985780.05,5610.17,6593.22
1493985840.07,5305.08,6305.08
1493985900.04,5322.03,6389.83
1493985960.07,7440.68,8474.58
1493986020.07,9355.93,10084.7
1493986080.05,9288.14,9932.2
1493986140.07,8762.71,9389.83
1493986200.05,9644.07,10508.5
1493986260.06,8305.08,9033.9
1493986320.07,8898.31,9898.31
1493986380.07,8813.56,9762.71
1493986440.05,8237.29,9220.34
1493986500.03,9084.75,10050.8
1493986560.05,8372.88,9372.88
1493986620.07,8542.37,9525.42
1493986680.06,9288.14,10118.6
1493986740.08,8067.8,9050.85
1493986800.07,9152.54,10152.5
1493986860.08,8000,9000
1493986920.07,8966.1,9949.15
1493986980.03,8406.78,9237.29
1493987040.04,8423.73,9084.75
1493987100.07,8406.78,9152.54
1493987160.05,8135.59,8915.25
1493987220.06,8813.56,9406.78
1493987280.05,7949.15,8847.46
1493987340.04,8745.76,9406.78
1493987400.06,8576.27,9322.03
1493987460.07,8389.83,9254.24
1493987520.06,9203.39,9711.86
1493987580.05,8000,9000
1493987640.05,9186.44,10186.4
1493987700.07,8067.8,9067.8
1493987760.05,9033.9,10016.9
1493987820.09,8559.32,9508.47
1493987880.05,8677.97,9677.97
1493987940.03,8881.36,9881.36
1493988000.03,8000,9000
1493988060.05,8796.61,9779.66
1493988120.07,8830.51,9813.56
1493988180.07,8000,9000
1493988240.05,8847.46,9847.46
1493988300.05,8949.15,9949.15
1493988360.04,8118.64,9101.69
1493988420.05,9033.9,9966.1
1493988480.07,8847.46,9711.86
1493988540.08,8559.32,9508.47
1493988600.03,9050.85,10050.8
1493988660.08,8101.69,9016.95
1493988720.04,9203.39,10118.6
1493988780.04,8796.61,9728.81
1493988840.05,8254.24,9237.29
1493988900.06,9033.9,9983.05
1493988960.09,8440.68,9406.78
1493989020.03,8864.41,9796.61
1493989080.03,8813.56,9745.76
1493989140.07,8593.22,9508.47
1493989200.05,8847.46,9779.66
1493989260.05,8288.14,9271.19
1493989320.05,8779.66,9745.76
1493989380.1,8762.71,9711.86
1493989440.03,8254.24,9084.75
1493989500.04,9389.83,10355.9
1493989560.06,8000,9000
1493989620.07,9254.24,10254.2
1493989680.05,8016.95,9000
1493989740.06,9305.08,10288.1
1493989800.03,8016.95,9000
1493989860.08,8983.05,9983.05
1493989920.05,8576.27,9576.27
1493989980.05,8694.92,9677.97
1493990040.11,9101.69,9864.41
1493990100.05,9203.39,10084.7
1493990160.03,10000,10644.1
1493990220.05,9372.88,10339
1493990280.06,9169.49,10067.8
1493990340.07,9033.9,10016.9
1493990400.05,8186.44,9016.95
1493990460.07,9288.14,10220.3
1493990520.12,8084.75,9067.8
1493990580.05,9118.64,10050.8
1493990640.05,8525.42,9338.98
1493990700.03,8694.92,9610.17
1493990760.07,9084.75,10016.9
1493990820.03,8355.93,9305.08
1493990880.08,9118.64,10118.6
1493990940.07,9203.39,10050.8
1493991000.05,11152.5,12152.5
1493991060.09,10203.4,11203.4
1493991120.09,11118.6,12000
1493991180.06,10339,11322
1493991240.06,10508.5,11508.5
1493991300.06,10559.3,11491.5
1493991360.04,9711.86,10661
1493991420.04,10525.4,11288.1
1493991480.03,9983.05,10949.2
1493991540.04,10406.8,11322
1493991600.07,10118.6,11016.9
1493991660.08,10101.7,10966.1
1493991720.04,10559.3,11389.8
1493991780.05,9627.12,10559.3
1493991840.05,10491.5,11355.9
1493991900.06,10644.1,11542.4
1493991960.05,10322,11084.7
1493992020.09,11372.9,12288.1
1493992080.07,10915.3,11813.6
1493992140.03,10711.9,11525.4
1493992200.06,11169.5,12067.8
1493992260.09,11135.6,12000
1493992320.08,11661,12288.1
1493992380.03,11661,12305.1
1493992440.03,11576.3,12169.5
1493992500.04,11118.6,12016.9
1493992560.07,12101.7,12593.2
1493992620.04,11406.8,12220.3
1493992680.07,11593.2,12084.7
1493992740.04,11898.3,12525.4
1493992800.11,11000,11593.2
1493992860.08,11864.4,12440.7
1493992920.04,11694.9,12339
1493992980.06,11203.4,12016.9
1493993040.04,11745.8,12355.9
1493993100.05,11406.8,12067.8
1493993160.06,11339,12169.5
1493993220.03,11779.7,12389.8
1493993280.05,11355.9,12186.4
1493993340.03,11288.1,11966.1
1493993400.04,12152.5,12728.8
1493993460.04,11000,11745.8
1493993520.08,11881.4,12864.4
1493993580.04,11847.5,12389.8
1493993640.03,11000,11864.4
1493993700.08,11711.9,12355.9
1493993760.06,11644.1,12220.3
1493993820.08,11084.7,11949.2
1493993880.04,12864.4,13779.7
1493993940.07,13169.5,13796.6
1493994000.06,10000,10372.9
1493994060.05,10813.6,11135.6
1493994120.04,10796.6,11016.9
1493994180.07,10271.2,10406.8
1493994240.07,10711.9,10830.5
1493994300.09,11067.8,11322
1493994360.07,10101.7,10728.8
1493994420.06,11186.4,12016.9
1493994480.05,11186.4,12118.6
1493994540.03,10186.4,11033.9
1493994600.09,11016.9,11983.1
1493994660.04,11084.7,12084.7
1493994720.06,10423.7,11203.4
1493994780.05,11220.3,12169.5
1493994840.05,10745.8,11728.8
1493994900.08,10339,11339
1493994960.04,11762.7,12610.2
1493995020.09,11135.6,12050.8
1493995080.07,10355.9,11271.2
1493995140.05,13406.8,14152.5
1493995200.05,11966.1,12389.8
1493995260.09,11067.8,11694.9
1493995320.07,13118.6,13355.9
1493995380.05,12542.4,12864.4
1493995440.05,11762.7,12135.6
1493995500.04,12813.6,13288.1
1493995560.07,12067.8,12254.2
1493995620.04,12864.4,13220.3
1493995680.04,12389.8,12559.3
1493995740.06,12288.1,12542.4
1493995800.05,12779.7,12966.1
1493995860.07,12576.3,12728.8
1493995920.04,12559.3,12711.9
1493995980.08,12983.1,13491.5
1493996040.05,12288.1,12593.2
1493996100.03,12932.2,13288.1
1493996160.06,12000,12067.8
1493996220.03,12932.2,13050.8
1493996280.06,12423.7,12525.4
1493996340.06,12627.1,12898.3
1493996400.05,12559.3,12898.3
1493996460.06,12271.2,12440.7
1493996520.07,12864.4,12983.1
1493996580.03,12135.6,12237.3
1493996640.06,13186.4,13355.9
1493996700.06,12033.9,12271.2
1493996760.07,12372.9,12881.4
1493996820.04,12525.4,12915.3
1493996880.06,11983.1,12084.7
1493996940.03,12661,12881.4
1493997000.06,12796.6,13389.8
1493997060.05,12389.8,12847.5
1493997120.03,13220.3,13813.6
1493997180.12,13406.8,13813.6
1493997240.07,12576.3,13067.8
1493997300.06,12762.7,13254.2
1493997360.1,12220.3,12796.6
1493997420.06,12661,13016.9
1493997480.04,12406.8,12644.1
1493997540.04,12084.7,12339
1493997600.06,12678,13084.7
1493997660.04,11762.7,12339
1493997720.09,12406.8,12881.4
1493997780.07,12237.3,12728.8
1493997840.05,11949.2,12169.5
1493997900.04,12525.4,12949.2
1493997960.08,12457.6,12796.6
1493998020.04,12728.8,13491.5
1493998080.06,13169.5,14000
1493998140.05,13220.3,14084.7
1493998200.04,13271.2,14084.7
1493998260.03,13271.2,14000
1493998320.07,13728.8,14254.2
1493998380.07,13661,14101.7
1493998440.02,13457.6,14000
1493998500.06,13118.6,14000
1493998560.06,13152.5,14000
1493998620.04,13118.6,14000
1493998680.08,13186.4,14000
1493998740.06,12559.3,13101.7
1493998800.04,13169.5,13898.3
1493998860.07,13203.4,13762.7
1493998920.04,12830.5,13406.8
1493998980.02,13440.7,14000
1493999040.04,12796.6,13118.6
1493999100.05,13593.2,14000
1493999160.06,12728.8,13152.5
1493999220.03,13423.7,14000
1493999280.05,12745.8,13118.6
1493999340.04,13355.9,14000
1493999400.07,12661,13152.5
1493999460.08,13593.2,14067.8
1493999520.05,13084.7,13525.4
1493999580.06,13271.2,13983.1
1493999640.08,13728.8,14305.1
1493999700.05,13423.7,14084.7
1493999760.07,13796.6,14372.9
1493999820.05,13305.1,13728.8
1493999880.04,13813.6,14389.8
1493999940.03,12711.9,13118.6
1494000000.06,13186.4,13830.5
1494000060.09,13000,13474.6
1494000120.05,13389.8,14000
1494000180.11,13322,13627.1
1494000240.09,14949.2,15576.3
1494000300.04,13118.6,13322
1494000360.05,13932.2,14339
1494000420.06,14220.3,14898.3
1494000480.03,14678,15389.8
1494000540.06,14237.3,15000
1494000600.04,12542.4,13406.8
1494000660.04,13271.2,14152.5
1494000720.08,12898.3,13796.6
1494000780.06,12355.9,13152.5
1494000840.08,12169.5,12813.6
1494000900.06,12644.1,13593.2
1494000960.06,13372.9,14220.3
1494001020.06,12678,13559.3
1494001080.05,12678,13711.9
1494001140.06,12711.9,13474.6
1494001200.06,12779.7,13728.8
1494001260.06,12915.3,13796.6
1494001320.05,12000,12762.7
1494001380.07,12457.6,13203.4
1494001440.07,13440.7,14271.2
1494001500.06,13050.8,13813.6
1494001560.07,12762.7,13406.8
1494001620.07,12152.5,12491.5
1494001680.08,11813.6,12152.5
1494001740.04,12593.2,13152.5
1494001800.05,12169.5,12542.4
1494001860.03,11864.4,12355.9
1494001920.08,13389.8,13813.6
1494001980.12,15406.8,16101.7
1494002040.05,13525.4,14101.7
1494002100.04,12644.1,12881.4
1494002160.04,12339,12661
1494002220.07,12203.4,12508.5
1494002280.04,11762.7,12118.6
1494002340.05,11694.9,12016.9
1494002400.05,11966.1,12203.4
1494002460.07,11830.5,12000
1494002520.06,11694.9,12000
1494002580.05,11610.2,12000
1494002640.03,11525.4,12016.9
1494002700.04,11576.3,12000
1494002760.08,11864.4,12050.8
1494002820.08,11949.2,12508.5
1494002880.05,11779.7,12050.8
1494002940.06,11576.3,12033.9
1494003000.06,11593.2,12067.8
