1493980620;26678,6;30214,3;100,768
1493980680;27100;30633,3;101,467
1493980740;25783,3;29616,7;99,4333
1493980800;26716,7;30066,7;101,35
1493980860;25583,3;29283,3;99,2667
1493980920;26733,3;30116,7;100,783
1493980980;26200;29766,7;99,6833
1493981040;27183,3;30433,3;101,333
1493981100;27116,7;30383,3;101,1
1493981160;26700;30183,3;100,367
1493981220;26933,3;30616,7;100,65
1493981280;26016,7;29783,3;100
1493981340;27000;30416,7;101,467
1493981400;27083,3;30583,3;101,133
1493981460;26950;30433,3;100,983
1493981520;27250;30783,3;100,633
1493981580;25716,7;29516,7;99,8167
1493981640;26950;30483,3;101,333
1493981700;25616,7;29516,7;99,65
1493981760;26466,7;30216,7;100,167
1493981820;26183,3;29700;99,8667
1493981880;26033,3;29666,7;100,017
1493981940;26900;30466,7;100,95
1493982000;26333,3;29716,7;100,033
1493982060;27483,3;30783,3;101,35
1493982120;26650;30516,7;100,817
1493982180;27000;30533,3;101,367
1493982240;26750;30116,7;100,467
1493982300;26433,3;30100;99,85
1493982360;27233,3;30600;101,3
1493982420;26966,7;30433,3;101,083
1493982480;26616,7;30233,3;100,417
1493982540;28700;32100;103,517
1493982600;28350;31700;102,867
1493982660;27366,7;30683,3;101,6
1493982720;28583,3;32033,3;103,45
1493982780;28533,3;32016,7;102,967
1493982840;27583,3;31200;101,383
1493982900;28700;31900;103,2
1493982960;28533,3;31866,7;103,15
1493983020;28216,7;31966,7;103,183
1493983080;28616,7;32133,3;102,917
1493983140;27483,3;31216,7;102,067
1493983200;28016,7;31416,7;102,667
1493983260;26750;30500;101,15
1493983320;27916,7;31283,3;102,283
1493983380;28266,7;31433,3;101,933
1493983440;27900;31300;102,533
1493983500;28050;31600;102,783
1493983560;28566,7;31783,3;102,617
1493983620;28533,3;31950;102,85
1493983680;28666,7;31950;103,7
1493983740;29333,3;32666,7;104,45
1493983800;29300;32550;104,2
1493983860;28816,7;32283,3;103,317
1493983920;29000;32233,3;103,65
1493983980;29350;32700;105,4
1493984040;29083,3;32383,3;104,267
1493984100;29183,3;32483,3;104,083
1493984160;29500;32683,3;104,133
1493984220;28633,3;31916,7;103,267
1493984280;29333,3;32583,3;104,667
1493984340;29283,3;32466,7;104,483
1493984400;28483,3;31533,3;102,417
1493984460;29216,7;32566,7;103,9
1493984520;29400;32616,7;104,767
1493984580;28800;32016,7;103,7
1493984640;29400;32733,3;103,9
1493984700;28483,3;31966,7;102,833
1493984760;28883,3;32116,7;103,5
1493984820;29750;32983,3;105,417
1493984880;28483,3;31800;103,133
1493984940;29466,7;32683,3;104,417
1493985000;29316,7;32616,7;103,767
1493985060;28866,7;32200;103,533
1493985120;29466,7;32483,3;104,583
1493985180;28500;31750;102,8
1493985240;29383,3;32483,3;103,9
1493985300;29533,3;32866,7;104,55
1493985360;28600;32450;103,867
1493985420;29366,7;32483,3;104,717
1493985480;28216,7;30316,7;101,967
1493985540;27866,7;29866,7;101,5
1493985600;27633,3;29983,3;101,5
